epoch,accuracy,loss,val_accuracy,val_loss
29,0.9668750166893005,0.4964987635612488,0.9661111235618591,0.5072242021560669
30,0.9668055772781372,0.4865230321884155,0.9666666388511658,0.5065798163414001
31,0.9670138955116272,0.48709744215011597,0.9697222113609314,0.49693337082862854
32,0.9697222113609314,0.46402376890182495,0.9624999761581421,0.48746001720428467
33,0.9690971970558167,0.4805607199668884,0.9688888788223267,0.4725329875946045
34,0.9697222113609314,0.45210695266723633,0.9672222137451172,0.47644859552383423
35,0.971875011920929,0.4532129168510437,0.9644444584846497,0.48699551820755005
36,0.972569465637207,0.4446869492530823,0.9697222113609314,0.5052604079246521
37,0.9735416769981384,0.45828473567962646,0.9655555486679077,0.5086452960968018
38,0.9725000262260437,0.45222046971321106,0.9711111187934875,0.47065049409866333
39,0.9735416769981384,0.4458008408546448,0.9661111235618591,0.47612932324409485
40,0.976527750492096,0.4259825348854065,0.9611111283302307,0.49343180656433105
41,0.9706249833106995,0.46780523657798767,0.9663888812065125,0.5219071507453918
42,0.9745138883590698,0.443411648273468,0.9708333611488342,0.44881707429885864
43,0.972986102104187,0.4437463581562042,0.9725000262260437,0.451174259185791
44,0.976111114025116,0.42793500423431396,0.9688888788223267,0.4848135709762573
45,0.9740277528762817,0.4593624770641327,0.9713888764381409,0.4665337800979614
46,0.9764583110809326,0.44170254468917847,0.9697222113609314,0.49584415555000305
47,0.9761805534362793,0.4355241358280182,0.9722222089767456,0.46176770329475403
48,0.9772916436195374,0.4312334954738617,0.9705555438995361,0.46213796734809875
49,0.9775694608688354,0.3995392620563507,0.9763888716697693,0.4108586609363556
50,0.9774305820465088,0.41432392597198486,0.965833306312561,0.4565810561180115
51,0.976597249507904,0.4072633981704712,0.9738888740539551,0.4337402880191803
52,0.9785416722297668,0.3934013843536377,0.9755555391311646,0.4416655898094177
53,0.9752777814865112,0.4208260774612427,0.9780555367469788,0.44632625579833984
54,0.9809722304344177,0.38687896728515625,0.9713888764381409,0.4220753014087677
55,0.9788194298744202,0.39142340421676636,0.9722222089767456,0.44416677951812744
56,0.9802777767181396,0.3831533193588257,0.9711111187934875,0.431626558303833
57,0.9786111116409302,0.3917010724544525,0.9694444537162781,0.4481687545776367
58,0.9773610830307007,0.396755576133728,0.9755555391311646,0.45550766587257385
59,0.9784027934074402,0.38674888014793396,0.9725000262260437,0.41756126284599304
60,0.9807639122009277,0.3740099370479584,0.9750000238418579,0.4220345616340637
61,0.9784722328186035,0.4079584777355194,0.9722222089767456,0.42426446080207825
62,0.9768750071525574,0.4123299717903137,0.9755555391311646,0.44692033529281616
63,0.9831944704055786,0.38442984223365784,0.9588888883590698,0.5066871643066406
64,0.9804860949516296,0.39295339584350586,0.9722222089767456,0.4313470423221588
65,0.9818055629730225,0.37501615285873413,0.9769444465637207,0.4038114845752716
66,0.9779860973358154,0.3880765438079834,0.9783333539962769,0.40655770897865295
67,0.9826388955116272,0.36278975009918213,0.9738888740539551,0.4369988441467285
68,0.980138897895813,0.3901903033256531,0.9738888740539551,0.4072011411190033
69,0.981458306312561,0.37178486585617065,0.976111114025116,0.4022332727909088
70,0.9807639122009277,0.37734881043434143,0.964722216129303,0.45045891404151917
71,0.9788888692855835,0.39257994294166565,0.9750000238418579,0.43332821130752563
72,0.9820138812065125,0.3728177845478058,0.9744444489479065,0.40773048996925354
73,0.9793055653572083,0.38032275438308716,0.9769444465637207,0.38337889313697815
74,0.9826388955116272,0.3588467538356781,0.976111114025116,0.4014376699924469
75,0.9840278029441833,0.3642391264438629,0.9797222018241882,0.3927065134048462
76,0.9839583039283752,0.34977322816848755,0.9769444465637207,0.41400226950645447
77,0.9818055629730225,0.37557023763656616,0.9758333563804626,0.40264591574668884
78,0.9809722304344177,0.38029804825782776,0.9769444465637207,0.40430131554603577
79,0.9856250286102295,0.3303692936897278,0.9780555367469788,0.3964361548423767
80,0.9851388931274414,0.3471515476703644,0.9769444465637207,0.3615747094154358
81,0.9831249713897705,0.36230534315109253,0.976111114025116,0.41531869769096375
82,0.9822916388511658,0.3655323386192322,0.9800000190734863,0.3981601595878601
83,0.9824305772781372,0.3815563917160034,0.9752777814865112,0.4344298243522644
84,0.9797222018241882,0.3895900249481201,0.9705555438995361,0.4425812065601349
85,0.9851388931274414,0.3499341607093811,0.9794444441795349,0.3695157766342163
86,0.9838194251060486,0.3429814875125885,0.9730555415153503,0.4158579707145691
87,0.9834722280502319,0.37068891525268555,0.9786111116409302,0.39125946164131165
88,0.9831944704055786,0.3487967848777771,0.9783333539962769,0.4099029004573822
89,0.9825000166893005,0.3622656464576721,0.9775000214576721,0.40034544467926025
90,0.9834722280502319,0.3566870391368866,0.9797222018241882,0.38319358229637146
91,0.9837499856948853,0.3482291102409363,0.9722222089767456,0.44725683331489563
92,0.9827777743339539,0.38170942664146423,0.9780555367469788,0.41517192125320435
93,0.9847221970558167,0.3557590842247009,0.9791666865348816,0.38724440336227417
94,0.9862499833106995,0.33288925886154175,0.9822221994400024,0.3574560284614563
95,0.9806944727897644,0.3798906207084656,0.9800000190734863,0.39741623401641846
96,0.9863194227218628,0.33392930030822754,0.9819444417953491,0.35288599133491516
97,0.9851388931274414,0.3303568661212921,0.9788888692855835,0.36160600185394287
98,0.9846527576446533,0.34062227606773376,0.980555534362793,0.3861335515975952
99,0.9850000143051147,0.34694936871528625,0.9752777814865112,0.3973415493965149
100,0.9865278005599976,0.3221551477909088,0.9783333539962769,0.3635331690311432
101,0.9844444394111633,0.3374824821949005,0.9780555367469788,0.3799239993095398
102,0.9876388907432556,0.3024044930934906,0.9791666865348816,0.3446958065032959
103,0.9831249713897705,0.35638228058815,0.9811111092567444,0.36644771695137024
104,0.9809027910232544,0.38719257712364197,0.9777777791023254,0.38344183564186096
105,0.9877777695655823,0.31146112084388733,0.9775000214576721,0.35673627257347107
106,0.9864583611488342,0.32724058628082275,0.9788888692855835,0.3620249330997467
107,0.9876388907432556,0.3080330193042755,0.9813888669013977,0.39359134435653687
108,0.9868055582046509,0.3222063481807709,0.9766666889190674,0.3798743784427643
109,0.9847221970558167,0.33575668931007385,0.9813888669013977,0.37633511424064636
110,0.9825694561004639,0.3568432033061981,0.980555534362793,0.35683202743530273
111,0.98458331823349,0.3502553701400757,0.9822221994400024,0.37167391180992126
112,0.9846527576446533,0.34021490812301636,0.9791666865348816,0.35089433193206787
113,0.9868749976158142,0.3191341161727905,0.977222204208374,0.39672884345054626
114,0.9863194227218628,0.3328731954097748,0.9755555391311646,0.38876479864120483
